date,crypto.com,ewm_short,sma_long,pos
"2025-12-31, 20:00:00",81775.9159,87150.66070644863,94877.60487428571,-1
"2025-12-31, 21:00:00",81524.5001,86733.90806893392,95535.28959285715,-1
"2025-12-31, 22:00:00",81136.1433,86319.25882679065,96114.65775428571,-1
"2025-12-31, 23:00:00",81156.4787,85936.83066925062,96624.7107342857,-1
"2026-01-01, 00:00:00",80992.3655,85570.57399004688,96981.44057142857,-1
"2026-01-01, 01:00:00",78920.73730000001,85077.99349448785,97210.97440571428,-1
"2026-01-01, 02:00:00",77950.3906,84550.02290971097,97365.51717857142,-1
"2026-01-01, 03:00:00",77284.117,84011.80765713978,97505.02753714286,-1
"2026-01-01, 04:00:00",77072.1342,83497.75777142572,97623.75914285713,-1
"2026-01-01, 05:00:00",76071.6176,82947.67331428308,97682.93702285714,-1
"2026-01-01, 06:00:00",76050.9024,82436.80139470655,97727.4069657143,-1
"2026-01-01, 07:00:00",76249.2958,81978.4676469505,97652.17629428572,-1
"2026-01-01, 08:00:00",75493.6802,81498.11302125046,97520.54313714286,-1
"2026-01-01, 09:00:00",75130.6228,81026.44707893561,97358.84840857143,-1
"2026-01-01, 10:00:00",73869.5854,80496.30917679223,96932.77638857144,-1
"2026-01-01, 11:00:00",70738.0831,79773.47761554836,96411.20219142856,-1
"2026-01-01, 12:00:00",68171.3712,78914.06232550774,95699.66903285714,-1
"2026-01-01, 13:00:00",66579.7877,78000.41235324791,94881.81093571428,-1
"2026-01-01, 14:00:00",56440.5923,76403.38864559993,93853.43015857143,-1
"2026-01-01, 15:00:00",51525.393,74560.57415333328,92692.86202142858,-1
"2026-01-01, 16:00:00",44683.2695,72347.4404753086,91422.20361,-1
"2026-01-01, 17:00:00",43348.3551,70199.3600771376,90123.62362857143,-1
"2026-01-01, 18:00:00",41200.493,68051.29584920147,88749.84501428572,-1
"2026-01-01, 19:00:00",40011.6221,65974.28297889026,87351.87299142858,-1
"2026-01-01, 20:00:00",34594.0944,63649.82456563913,85877.33649285715,-1
"2026-01-01, 21:00:00",33102.855,61387.08607929549,84402.26861285714,-1
"2026-01-01, 22:00:00",33162.2869,59296.36021416249,83007.82761857143,-1
"2026-01-01, 23:00:00",34693.9421,57473.95887237268,81690.79250285715,-1
"2026-01-02, 00:00:00",35501.0323,55846.33468182655,80494.23820285714,-1
"2026-01-02, 01:00:00",35100.4823,54309.604875765326,79335.18542428571,-1
"2026-01-02, 02:00:00",35317.3642,52902.77223311603,78223.60789285715,-1
"2026-01-02, 03:00:00",40707.3504,51999.40765288521,77209.13435285715,-1
"2026-01-02, 04:00:00",41185.4785,51198.3758637826,76211.56793857143,-1
"2026-01-02, 05:00:00",41482.8251,50478.70543683574,75259.38022142858,-1
"2026-01-02, 06:00:00",43100.7733,49932.19194521828,74238.7171842857,-1
"2026-01-02, 07:00:00",44210.8461,49508.388549276184,73326.92978571428,-1
"2026-01-02, 08:00:00",45756.8385,49230.4959530335,72465.70780142857,-1
"2026-01-02, 09:00:00",49576.2638,49256.10838614213,71677.28047142856,-1
"2026-01-02, 10:00:00",54780.741,49665.34043161308,71197.88030285714,-1
"2026-01-02, 11:00:00",55894.645,50126.77039964174,70756.20142857142,-1
"2026-01-02, 12:00:00",58850.4146,50772.96626633495,70321.50456000002,-1
"2026-01-02, 13:00:00",61069.8166,51535.69592068051,69916.90545,-1
"2026-01-02, 14:00:00",81102.5392,53725.83245988936,69770.56137285715,-1
"2026-01-02, 15:00:00",94530.0499,56748.36708508274,69820.78099285715,-1
"2026-01-02, 16:00:00",112830.0425,60902.5652639655,70155.0140842857,-1
"2026-01-02, 17:00:00",121562.4803,65395.89230367175,70587.88019142857,-1
"2026-01-02, 18:00:00",128648.1436,70081.24425154792,71116.96365,-1
"2026-01-02, 19:00:00",133362.375,74768.73541809992,71706.25492571428,1
"2026-01-02, 20:00:00",138748.1086,79507.94824638883,72368.00824285713,1
"2026-01-02, 21:00:00",140661.3413,84037.829213323,73056.62804000001,1
"2026-01-02, 22:00:00",142720.4412,88384.68936048426,73759.90027285714,1
"2026-01-02, 23:00:00",142216.1592,92372.20564489285,74425.53652285715,1
"2026-01-03, 00:00:00",141216.2279,95990.28136749339,75090.24902428572,1
"2026-01-03, 01:00:00",140521.7296,99288.90716249388,75792.63354857142,1
"2026-01-03, 02:00:00",140338.1754,102329.59369860546,76502.30690857142,1
