date,v,ma,std,zscore,pos
"2024-12-28, 23:00:00",1528731.30762097,1513438.9296046162,13958.49355722149,1.095560774783052,1
"2024-12-29, 00:00:00",1529921.15867585,1513514.8158282677,14000.361971677645,1.1718513336135006,1
"2024-12-29, 01:00:00",1529864.20051851,1513591.402275903,14041.317507443973,1.1589224610853053,1
"2024-12-29, 02:00:00",1529688.52634418,1513667.74660803,14080.804339242854,1.1377744729752788,1
"2024-12-29, 03:00:00",1529653.15483252,1513744.0697724773,14119.57668390112,1.1267395203272659,1
"2024-12-29, 04:00:00",1529642.07943796,1513821.1078495334,14157.673704101173,1.1174838408546954,1
"2024-12-29, 05:00:00",1529584.90916787,1513898.4911871466,14194.884467307893,1.1050754246609447,1
"2024-12-29, 06:00:00",1529589.41282728,1513976.9989389183,14231.41009854281,1.0970391394989125,1
"2024-12-29, 07:00:00",1529562.81924889,1514054.582767274,14267.425337718934,1.08696811895113,1
"2024-12-29, 08:00:00",1529507.54462082,1514130.3014992788,14302.931266646026,1.075111306547391,1
"2024-12-29, 09:00:00",1529487.36812255,1514204.9556951632,14337.996218663602,1.0658680748913714,1
"2024-12-29, 10:00:00",1529456.60899641,1514278.9916505027,14372.511959945252,1.0560170266830013,1
"2024-12-29, 11:00:00",1529249.09803095,1514351.463565457,14405.712594656867,1.0341476943680397,1
"2024-12-29, 12:00:00",1529186.08244051,1514472.058972558,14412.820034388304,1.020898299766802,1
"2024-12-29, 13:00:00",1526178.05774584,1514580.0641189474,14406.627610239586,0.8050457012333152,1
"2024-12-29, 14:00:00",1526128.4845563,1514687.8510229087,14399.450726807656,0.7945187459193994,1
"2024-12-29, 15:00:00",1526045.52821739,1514793.783754576,14392.573748247545,0.7817743135889071,1
"2024-12-29, 16:00:00",1525965.11606951,1514901.8254821536,14382.30512122508,0.7692293060192135,1
"2024-12-29, 17:00:00",1525763.17744576,1515008.8637577726,14370.676577558797,0.7483512435859349,1
"2024-12-29, 18:00:00",1525715.29103152,1515115.7990397934,14357.980362839675,0.7382300103404201,1
"2024-12-29, 19:00:00",1525427.79045728,1515221.6310526172,14343.429629718703,0.7115564176866136,1
"2024-12-29, 20:00:00",1525078.04658251,1515325.516571144,14327.458894240164,0.6806880468724666,1
"2024-12-29, 21:00:00",1524998.96621021,1515429.029932265,14310.512090082302,0.6687347187650516,1
"2024-12-29, 22:00:00",1524950.07581641,1515532.9141384163,14292.057811375676,0.6589087311484333,1
"2024-12-29, 23:00:00",1524885.41713249,1515637.264150593,14271.862395857463,0.6479990295156908,1
"2024-12-30, 00:00:00",1525932.91449315,1515746.3732415843,14253.722395863102,0.7146583165196386,1
"2024-12-30, 01:00:00",1525007.60686156,1515857.463553308,14225.316920776062,0.6432294872030645,1
"2024-12-30, 02:00:00",1524963.79618064,1515968.1261982655,14196.139971943627,0.6336701385132248,1
"2024-12-30, 03:00:00",1524937.85538327,1516078.183482917,14166.545093477189,0.6253939716347817,1
"2024-12-30, 04:00:00",1524537.81263828,1516186.402735292,14135.101365818971,0.5908277335161601,1
"2024-12-30, 05:00:00",1524494.3386086,1516295.9598025363,14100.803032874674,0.5814121924084704,1
"2024-12-30, 06:00:00",1524392.58583431,1516403.1009192795,14067.70751676703,0.5679308377365614,1
"2024-12-30, 07:00:00",1524282.30095036,1516509.5543558637,14033.698438103427,0.5538630197006532,1
"2024-12-30, 08:00:00",1524317.38183526,1516616.4101320063,13998.572777953845,0.5501254896057574,1
"2024-12-30, 09:00:00",1524250.77024358,1516721.9560120478,13963.627604035153,0.539173232416805,1
"2024-12-30, 10:00:00",1524246.93957984,1516826.9801160302,13928.398218572838,0.5327216631353702,1
"2024-12-30, 11:00:00",1524182.72958518,1516928.9716533127,13895.44633305829,0.5220241047320774,1
"2024-12-30, 12:00:00",1523910.59988481,1517029.9550792265,13860.861275217176,0.4964081718273742,1
"2024-12-30, 13:00:00",1523616.99358159,1517129.279627852,13825.301358709936,0.46926383631058016,1
"2024-12-30, 14:00:00",1523460.14163992,1517227.7955011227,13788.775310047338,0.45198692404944546,1
"2024-12-30, 15:00:00",1523400.514433,1517323.819863852,13753.997358273538,0.4418129806817604,1
"2024-12-30, 16:00:00",1523350.97024766,1517419.2712645824,13718.786776529036,0.43237781005722625,1
"2024-12-30, 17:00:00",1523330.37176148,1517514.3981537323,13683.05830603448,0.42504924540026734,1
"2024-12-30, 18:00:00",1522815.79610547,1517608.0843375332,13644.727849183198,0.3816647591288212,1
"2024-12-30, 19:00:00",1522880.80561563,1517702.0004724113,13605.811207214498,0.3806318538708411,1
"2024-12-30, 20:00:00",1522968.64538979,1517796.0871049815,13566.531895652806,0.381273440006129,1
"2024-12-30, 21:00:00",1523018.98510145,1517890.1652365054,13526.843404384776,0.37915866337907256,1
"2024-12-30, 22:00:00",1523077.0095322,1517984.0762758837,13486.99233822218,0.3776181618998064,1
"2024-12-30, 23:00:00",1523143.98151899,1518078.199911252,13446.56979669198,0.3767341176471818,1
"2024-12-31, 00:00:00",1522984.00274606,1518172.093876496,13404.524339247702,0.3589764730013631,1
"2024-12-31, 01:00:00",1523017.34534797,1518265.757051576,13362.21261131233,0.35559891423756007,1
"2024-12-31, 02:00:00",1522940.26282974,1518359.5746299736,13318.361741790866,0.343937812215521,1
"2024-12-31, 03:00:00",1522843.11955155,1518452.990450721,13273.534403769263,0.3307430385370636,1
"2024-12-31, 04:00:00",1522872.93624922,1518547.2483666388,13226.994728956208,0.32703482319468774,1
"2024-12-31, 05:00:00",1521424.20359463,1518635.3113447658,13177.833515242446,0.211635110326612,1
"2024-12-31, 06:00:00",1521377.37131477,1518723.3625559972,13127.595322563517,0.20217021423650927,1
"2024-12-31, 07:00:00",1521346.9836997,1518811.5593172936,13076.163940907934,0.19389664995516065,1
"2024-12-31, 08:00:00",1521354.16249156,1518900.0766180437,13023.534592328779,0.18843470304611476,1
"2024-12-31, 09:00:00",1521423.09646345,1518989.4542957875,12969.350714852631,0.187645644039487,1
"2024-12-31, 10:00:00",1521495.25700995,1519079.1313819317,12914.394563608255,0.1870877969631451,1
"2024-12-31, 11:00:00",1521354.92230402,1519168.4691902907,12858.082438129533,0.17004503776127838,1
"2024-12-31, 12:00:00",1521285.75266703,1519257.9441429141,12800.211156086221,0.15841992756125461,1
"2024-12-31, 13:00:00",1521296.47183268,1519347.9158280783,12740.786357125913,0.15293844115924113,1
"2024-12-31, 14:00:00",1521222.50651246,1519437.6449865673,12680.279276614532,0.14075884978215403,1
"2024-12-31, 15:00:00",1521269.68973237,1519527.3818308164,12619.166633976458,0.13806838059040305,1
"2024-12-31, 16:00:00",1511198.11902674,1519573.6033278196,12568.700441104278,-0.6663763163364617,1
"2024-12-31, 17:00:00",1511088.06063359,1519619.3072865647,12518.246361810248,-0.6815049333907703,1
"2024-12-31, 18:00:00",1510956.63527589,1519664.7379342152,12467.359437920397,-0.6984720944066954,1
"2024-12-31, 19:00:00",1510634.01275756,1519709.509462659,12415.950759053097,-0.7309546309598245,1
"2024-12-31, 20:00:00",1510610.54295871,1519754.8895339747,12363.113384414179,-0.739647554053221,1
"2024-12-31, 21:00:00",1510653.96586128,1519800.4507312302,12309.751590369708,-0.7430275747486075,1
"2024-12-31, 22:00:00",1510640.63692359,1519845.9495925778,12256.038344487026,-0.7510838666010284,1
"2024-12-31, 23:00:00",1510743.36366979,1519891.9115659194,12201.551568835897,-0.7497856190269857,1
"2025-01-01, 00:00:00",1511932.92382893,1519943.4279702553,12142.317215856694,-0.659717910421943,1
"2025-01-01, 01:00:00",1512212.52021453,1519995.676831415,12082.56562579348,-0.6441642328240076,1
"2025-01-01, 02:00:00",1512192.52105826,1520047.9301256945,12022.194343084619,-0.6534089238004261,1
"2025-01-01, 03:00:00",1512220.15562299,1520100.9035070173,11960.19897601617,-0.6589144461417813,1
"2025-01-01, 04:00:00",1512260.20208875,1520154.3204970488,11897.066995268286,-0.6635348369004289,1
"2025-01-01, 05:00:00",1513351.01612011,1520212.3197737585,11830.628754730096,-0.5799610313108099,1
"2025-01-01, 06:00:00",1513470.81072552,1520270.6329047794,11763.579114779981,-0.5780402471826007,1
"2025-01-01, 07:00:00",1513405.62497491,1520329.6634054503,11694.265171779014,-0.5920883722775223,1
"2025-01-01, 08:00:00",1513390.40154525,1520388.6608341835,11624.218172927924,-0.6020412886977525,1
"2025-01-01, 09:00:00",1513400.5445391,1520447.876639707,11553.10297019307,-0.6099947450298903,1
"2025-01-01, 10:00:00",1513415.54087988,1520507.2371894042,11481.05503785141,-0.6176868141598316,1
"2025-01-01, 11:00:00",1513415.45302949,1520566.8208403168,11407.831146717617,-0.6268823336225849,1
"2025-01-01, 12:00:00",1513366.10084682,1520626.1308312137,11334.068097413836,-0.6405493528003584,1
"2025-01-01, 13:00:00",1513227.20018853,1520684.8375043536,11259.908127607296,-0.6623177766023591,1
"2025-01-01, 14:00:00",1513131.20698759,1520743.118272333,11185.248842448082,-0.6805312418133811,1
"2025-01-01, 15:00:00",1513155.4084699,1520798.9053653106,11114.60069832282,-0.6876987399613897,1
"2025-01-01, 16:00:00",1513175.43615356,1520853.3212753206,11045.863721510252,-0.6950914220323998,1
"2025-01-01, 17:00:00",1513275.71895502,1520908.4265988525,10975.64524101438,-0.69542222586698,1
"2025-01-01, 18:00:00",1512970.22617015,1520962.9267355236,10904.29561523537,-0.7329864163079186,1
"2025-01-01, 19:00:00",1512868.18649586,1521017.0879661713,10832.335461372237,-0.7522755826174274,1
"2025-01-01, 20:00:00",1512928.05050327,1521071.596554629,10759.251888046403,-0.7568877591207404,1
"2025-01-01, 21:00:00",1512936.4130984,1521123.1110102083,10691.181114954628,-0.7657430758849333,1
"2025-01-01, 22:00:00",1512883.7790959,1521178.0050886218,10615.587621995726,-0.7813251878337779,1
"2025-01-01, 23:00:00",1512886.38793447,1521234.0870066278,10536.782372472006,-0.7922436638690205,1
"2025-01-02, 00:00:00",1522729.59376674,1521332.3852000847,10443.544305509044,0.13378681851508664,1
"2025-01-02, 01:00:00",1522778.93850765,1521430.9067607955,10348.535736754346,0.13026304214873677,1
"2025-01-02, 02:00:00",1522787.40683672,1521525.356609606,10260.162306057062,0.12300489889608775,1
"2025-01-02, 03:00:00",1522760.71760593,1521620.1174613722,10169.25498238235,0.11216162310158531,1
"2025-01-02, 04:00:00",1522802.25103673,1521715.846178979,10075.007218355358,0.10783167041028945,1
"2025-01-02, 05:00:00",1522650.08705355,1521812.3294421858,9975.858301613984,0.08397849949698927,1
"2025-01-02, 06:00:00",1522535.45146368,1521906.398118884,9878.8922588796,0.06367650626319203,1
"2025-01-02, 07:00:00",1522518.03165759,1522000.261067591,9780.335645570633,0.052939961240864634,1
"2025-01-02, 08:00:00",1522452.62285406,1522095.042294475,9677.1824306828,0.036950895794963384,1
"2025-01-02, 09:00:00",1522537.8923201,1522190.8242904118,9570.548392861467,0.03626417373816098,1
"2025-01-02, 10:00:00",1522400.83531335,1522285.9135139415,9461.958272701437,0.012145667534812958,1
"2025-01-02, 11:00:00",1522408.21401016,1522368.0707643605,9379.556074971868,0.004279866283499709,1
"2025-01-02, 12:00:00",1522484.43505963,1522450.9841185447,9294.816035127425,0.003598881458108512,1
"2025-01-02, 13:00:00",1522488.93216881,1522535.720974984,9204.726168133802,-0.005083128527621304,1
"2025-01-02, 14:00:00",1522886.34565299,1522626.304863731,9103.781786963813,0.028564040235619242,1
"2025-01-02, 15:00:00",1523367.99709567,1522715.7769807854,9008.154433354177,0.07240330077709511,1
"2025-01-02, 16:00:00",1523520.17725599,1522805.7582387382,8910.98497059639,0.08017284504565823,1
"2025-01-02, 17:00:00",1523469.40453066,1522894.9946382088,8813.009203940012,0.06517749830494343,1
"2025-01-02, 18:00:00",1523111.29801512,1522982.7676073916,8712.757690776996,0.014751977765254741,1
"2025-01-02, 19:00:00",1523022.84834473,1523072.3469209052,8605.207213466716,-0.00575216551412334,1
"2025-01-02, 20:00:00",1523019.76822771,1523161.656932036,8495.976494364812,-0.016700694077969182,1
"2025-01-02, 21:00:00",1523016.50580564,1523251.5143094303,8382.960337377493,-0.028034070821306767,1
"2025-01-02, 22:00:00",1522830.25690169,1523338.9673385476,8271.515288296769,-0.061501480578450285,1
"2025-01-02, 23:00:00",1522847.55143521,1523426.2857245822,8158.136908899715,-0.07093951668557627,1
"2025-01-03, 00:00:00",1523997.42695533,1523522.1111826347,8032.778276449964,0.059172026954701015,1
"2025-01-03, 01:00:00",1523962.70397683,1523617.449597932,7905.187573537017,0.043674406924109475,1
"2025-01-03, 02:00:00",1524047.43232036,1523714.4264762725,7770.7410312056945,0.04285380798951991,1
"2025-01-03, 03:00:00",1524099.68806343,1523809.7571227162,7638.103350759313,0.0379584993026981,1
"2025-01-03, 04:00:00",1524103.55755135,1523905.361946605,7501.151861866576,0.0264220226966245,1
"2025-01-03, 05:00:00",1524013.14758315,1524000.9237465216,7359.355975202348,0.001660992710459455,1
"2025-01-03, 06:00:00",1524020.3740875,1524096.4474984405,7213.7159429824915,-0.010545662116706114,1
"2025-01-03, 07:00:00",1524005.28861878,1524191.5452677922,7064.916856897049,-0.02636360098567624,1
"2025-01-03, 08:00:00",1523894.25965016,1524287.9676861796,6905.731185529745,-0.05701178129325999,1
"2025-01-03, 09:00:00",1523943.94783376,1524383.4429108272,6745.305906226774,-0.06515569244407104,1
"2025-01-03, 10:00:00",1523924.17303856,1524479.5295383933,6577.174411755953,-0.08443694283682837,1
"2025-01-03, 11:00:00",1523979.23271012,1524575.5619084337,6404.206394160815,-0.09311523733172643,1
"2025-01-03, 12:00:00",1523908.18874216,1524671.90156711,6222.706878181995,-0.12273000157338576,1
"2025-01-03, 13:00:00",1523806.44495676,1524767.980688021,6033.581351454236,-0.15936401206049497,1
"2025-01-03, 14:00:00",1523744.09989159,1524863.3787990261,5838.436137998245,-0.19170868379489253,1
"2025-01-03, 15:00:00",1523768.76300935,1524835.633064589,5828.290175488961,-0.1830502639909216,1
"2025-01-03, 16:00:00",1523906.55848471,1524807.7433728862,5817.196283344139,-0.15491739392676793,1
"2025-01-03, 17:00:00",1523975.50654805,1524780.0776390345,5805.831422941628,-0.13857982300435803,1
"2025-01-03, 18:00:00",1523413.84089573,1524749.9421775676,5794.71957529057,-0.23057220707191217,1
"2025-01-03, 19:00:00",1523415.71853137,1524719.6158646136,5783.230611511164,-0.22546175672958668,1
"2025-01-03, 20:00:00",1523316.71487817,1524689.7579556615,5772.535829514657,-0.237857870101241,1
"2025-01-03, 21:00:00",1523163.50790431,1524659.0642347198,5761.662199963954,-0.259570290396266,1
"2025-01-03, 22:00:00",1523097.79165297,1524628.719100532,5751.291732739715,-0.26618845273435515,1
"2025-01-03, 23:00:00",1523196.32643053,1524599.0807431594,5740.901579225996,-0.24434390544254356,1
"2025-01-04, 00:00:00",1524395.97014933,1524576.5456065831,5731.3886304104,-0.03150640602085598,1
"2025-01-04, 01:00:00",1524404.92722112,1524553.3390415031,5721.130135014399,-0.025940997124805035,1
"2025-01-04, 02:00:00",1524373.45237925,1524529.7819592915,5710.5636445325845,-0.027375507878500432,1
"2025-01-04, 03:00:00",1524366.35635962,1524505.892849166,5699.596795907497,-0.024481817669282365,1
"2025-01-04, 04:00:00",1524341.25604783,1524482.0607817753,5688.668005228725,-0.024751793181790414,1
"2025-01-04, 05:00:00",1524332.29813582,1524458.2384411842,5677.664726324234,-0.022181708754335012,1
"2025-01-04, 06:00:00",1524272.43936886,1524433.7562821193,5666.158661537453,-0.028470242874463387,1
"2025-01-04, 07:00:00",1524219.64432909,1524408.9757765692,5654.4608288631125,-0.03348355452616729,1
"2025-01-04, 08:00:00",1524153.98115582,1524383.6869247323,5642.4166149064995,-0.04071052965239763,1
"2025-01-04, 09:00:00",1524146.42307673,1524358.5206258926,5630.3894138576225,-0.037670138523732244,1
"2025-01-04, 10:00:00",1524127.15083422,1524333.20665963,5618.161479371843,-0.03667673600456636,1
"2025-01-04, 11:00:00",1524111.70476674,1524307.7734647875,5605.7411042541935,-0.03497640979149591,1
"2025-01-04, 12:00:00",1524103.5186679,1524282.3035754447,5593.176822036117,-0.0319648230752065,1
"2025-01-04, 13:00:00",1524064.41447151,1524256.0308397945,5579.810931191325,-0.03434101453389885,1
"2025-01-04, 14:00:00",1524052.71115336,1524229.4592098398,5566.024248417319,-0.03175481251810706,1
"2025-01-04, 15:00:00",1523912.40301794,1524201.073992186,5550.762443903071,-0.05200564375855576,1
"2025-01-04, 16:00:00",1523810.25586174,1524171.8885352293,5534.925529619338,-0.06533650209997204,1
"2025-01-04, 17:00:00",1523828.49301704,1524142.530252204,5518.588501436603,-0.05690535452721889,1
"2025-01-04, 18:00:00",1523832.1295637,1524112.884133748,5501.682820793926,-0.05103067174046122,1
"2025-01-04, 19:00:00",1523517.16417374,1524082.0276577196,5484.850463615931,-0.10298612290830055,1
"2025-01-04, 20:00:00",1523512.53541072,1524051.0034889714,5467.61407223992,-0.09848319049900828,1
"2025-01-04, 21:00:00",1523468.66014365,1524020.667543289,5451.225395517044,-0.10126299310482967,1
"2025-01-04, 22:00:00",1523353.39962468,1523989.1216314586,5433.807428317723,-0.11699384182547568,1
"2025-01-04, 23:00:00",1523358.2931922,1523958.0714963756,5416.729814964945,-0.11072701143754354,1
"2025-01-05, 00:00:00",1524701.76630903,1523932.4716418558,5399.075525968664,0.14248636891147895,1
"2025-01-05, 01:00:00",1524632.65193123,1523907.0333588547,5381.7708519964335,0.13482896101124306,1
"2025-01-05, 02:00:00",1524487.38294911,1523881.1855079252,5364.48037716938,0.11300208008301568,1
"2025-01-05, 03:00:00",1524486.91748674,1523855.8643646012,5347.65787678134,0.11800551506459815,1
"2025-01-05, 04:00:00",1524489.84473371,1523830.9838330578,5331.183561439858,0.1235862342871913,1
"2025-01-05, 05:00:00",1524520.14186695,1523806.5477185529,5314.937066992637,0.1342620127769429,1
"2025-01-05, 06:00:00",1524510.28152534,1523782.066006053,5298.518117674589,0.13743758219072086,1
"2025-01-05, 07:00:00",1524528.01343365,1523758.4518355532,5282.894925447533,0.14567043428968995,1
"2025-01-05, 08:00:00",1524507.4403905,1523734.9071177358,5267.29406415943,0.14666606104655808,1
"2025-01-05, 09:00:00",1524421.07583376,1523711.111314709,5251.633079806741,0.13518928460193,1
"2025-01-05, 10:00:00",1524382.26860827,1523687.2153877337,5235.874631523766,0.13274825496233278,1
"2025-01-05, 11:00:00",1524353.61171279,1523663.3225465342,5220.094187392736,0.1322369178554287,1
"2025-01-05, 12:00:00",1524336.63820775,1523639.6937402792,5204.549179508274,0.13391063153266153,1
"2025-01-05, 13:00:00",1523847.19874929,1523614.7497778903,5189.600837735278,0.044791300654492036,1
"2025-01-05, 14:00:00",1523878.12247018,1523589.9353434613,5174.490564056432,0.0556938162609724,1
"2025-01-05, 15:00:00",1523834.3133203,1523562.6081292406,5156.3487796765585,0.05269333062387353,1
"2025-01-05, 16:00:00",1523754.39650781,1523535.1082411583,5138.202717460659,0.04267800994044316,1
"2025-01-05, 17:00:00",1523617.43617475,1523507.00474385,5119.809356241489,0.0215694419881823,1
"2025-01-05, 18:00:00",1523552.53540548,1523478.6643160468,5101.245731987601,0.014480990196200062,1
"2025-01-05, 19:00:00",1523507.74681881,1523450.4897225827,5082.922192687859,0.011264602143551756,1
"2025-01-05, 20:00:00",1523542.59105762,1523422.697094714,5064.67899645232,0.02367256898017777,1
"2025-01-05, 21:00:00",1523543.9211839,1523395.2585102948,5046.668737270375,0.029457585061457486,1
"2025-01-05, 22:00:00",1523520.00177122,1523367.8805645157,5028.653209727256,0.03025088435409231,1
"2025-01-05, 23:00:00",1523461.28181596,1523340.4279398345,5010.648299013334,0.024119409089105485,1
"2025-01-06, 00:00:00",1524540.78112425,1523315.847753529,4990.646201967229,0.2454458443153539,1
"2025-01-06, 01:00:00",1524524.64468616,1523296.0923970367,4976.710175322773,0.24686032456039125,1
"2025-01-06, 02:00:00",1524373.86528433,1523276.8624139375,4963.854150586918,0.22099820766547143,1
"2025-01-06, 03:00:00",1524313.98191423,1523257.9381556842,4951.46211671482,0.21327917565618576,1
"2025-01-06, 04:00:00",1524327.13034443,1523239.5618501108,4939.516803930169,0.22017710182783143,1
"2025-01-06, 05:00:00",1524317.98528533,1523221.5001867309,4927.848179894866,0.22250788956380077,1
"2025-01-06, 06:00:00",1524194.74755603,1523204.092197439,4917.219263974116,0.20146658210853616,1
"2025-01-06, 07:00:00",1524037.10557917,1523183.6414912576,4903.8122089281405,0.17404094030323697,1
"2025-01-06, 08:00:00",1524135.05652934,1523164.060700169,4890.870680513208,0.19853230490018745,1
"2025-01-06, 09:00:00",1524083.24055237,1523143.167053513,4876.5069791358765,0.1927759978359668,1
"2025-01-06, 10:00:00",1524120.19889831,1523122.7188216655,4862.3822838484,0.2051422571108704,1
"2025-01-06, 11:00:00",1523938.17564169,1523100.886418431,4847.260608900241,0.172734517661681,1
"2025-01-06, 12:00:00",1523891.59071044,1523079.0575929047,4832.208288193749,0.1681494399818207,1
"2025-01-06, 13:00:00",1523876.11119976,1523057.2486130379,4817.104278826642,0.16999062908426457,1
"2025-01-06, 14:00:00",1523828.23349475,1523034.405145867,4800.784000770432,0.16535389818737276,1
"2025-01-06, 15:00:00",1523422.55619613,1523007.7494628741,4781.337217281192,0.08675538126797178,1
"2025-01-06, 16:00:00",1523712.8209244,1522982.7111728396,4762.315364897655,0.15330982843803123,1
"2025-01-06, 17:00:00",1523443.41791985,1522957.0211160274,4743.637075203487,0.10253668147699438,1
"2025-01-06, 18:00:00",1523479.48410252,1522931.4920606988,4724.768922113046,0.11598282389142724,1
"2025-01-06, 19:00:00",1523049.59071241,1522904.2760540508,4705.782927688018,0.030880017330198614,1
"2025-01-06, 20:00:00",1522918.51307156,1522876.4352529356,4686.468751375746,0.008978576590762543,1
"2025-01-06, 21:00:00",1522867.22191558,1522848.6213716841,4667.252487545847,0.0039853305441698485,1
"2025-01-06, 22:00:00",1522770.40364345,1522821.1911561433,4648.896197806235,-0.010924638996518661,1
"2025-01-06, 23:00:00",1522759.12826461,1522793.2223689032,4629.627504952458,-0.007364329907059831,1
"2025-01-07, 00:00:00",1523326.54473138,1522767.9220416762,4610.5527485853545,0.12116176089192629,1
"2025-01-07, 01:00:00",1523333.74842309,1522742.9494340834,4591.677469072372,0.1286673537037231,1
"2025-01-07, 02:00:00",1523341.38111399,1522718.0141957565,4572.597865506164,0.13632664331492714,1
"2025-01-07, 03:00:00",1523159.81017482,1522692.2598996041,4553.157709119386,0.10268703723559507,1
"2025-01-07, 04:00:00",1523009.24157774,1522666.1945971474,4533.910312971005,0.07566249813350662,1
"2025-01-07, 05:00:00",1522951.80656534,1522640.1687510617,4514.8183026237975,0.06902554951040657,1
"2025-01-07, 06:00:00",1522922.72414065,1522613.7352128513,4495.082965035209,0.06873931587070457,1
"2025-01-07, 07:00:00",1522921.09517034,1522587.5708437688,4475.50057879516,0.07452223962420998,1
"2025-01-07, 08:00:00",1522972.23075029,1522561.938061141,4456.142273035108,0.09207351651041026,1
"2025-01-07, 09:00:00",1522532.01195499,1522534.3657544227,4436.40853694247,-0.0005305641744101287,1
"2025-01-07, 10:00:00",1522518.59317897,1522507.1268587466,4416.97873696985,0.0025959645509350997,1
"2025-01-07, 11:00:00",1522546.41004998,1522479.9808775352,4397.255282515264,0.015106962906838056,1
"2025-01-07, 12:00:00",1522556.80836953,1522453.1051691533,4377.602475682725,0.023689496922723475,1
"2025-01-07, 13:00:00",1522585.17987792,1522426.4082744159,4357.780383592079,0.03643405346951464,1
"2025-01-07, 14:00:00",1522539.9392479,1522399.6058139263,4337.827877635494,0.03235108398309647,1
"2025-01-07, 15:00:00",1522417.18340231,1522367.1210724826,4309.259719991426,0.011617385138123396,1
"2025-01-07, 16:00:00",1522455.7318542,1522335.0497795632,4280.694528867861,0.028192171579363795,1
"2025-01-07, 17:00:00",1522449.14120115,1522303.7104499396,4253.035755259688,0.03419457525849827,1
"2025-01-07, 18:00:00",1522265.94782264,1522271.7311988147,4225.215650325722,-0.00136877656748721,1
"2025-01-07, 19:00:00",1522446.67970965,1522240.5822822421,4197.073163430551,0.04910503567193496,1
"2025-01-07, 20:00:00",1522492.36336948,1522209.878620777,4168.960777189481,0.06775903247844899,1
"2025-01-07, 21:00:00",1522219.7942665,1522177.9755101246,4140.343018062206,0.010100312025604618,1
"2025-01-07, 22:00:00",1522418.81422635,1522147.0490814552,4111.522736185524,0.06609841713947609,1
"2025-01-07, 23:00:00",1522726.04210551,1522117.6919277094,4082.8494264923584,0.1490013748371708,1
"2025-01-08, 00:00:00",1523688.86993721,1522092.5902039637,4055.0733612005142,0.39365002579727504,1
"2025-01-08, 01:00:00",1523782.38274019,1522068.0264539365,4027.3628428591123,0.42567713740848057,1
"2025-01-08, 02:00:00",1523643.04511968,1522043.757826615,4000.7046559999117,0.39975140146039856,1
"2025-01-08, 03:00:00",1521343.54189283,1522009.8074346336,3973.0110831556894,-0.16769788149555198,1
"2025-01-08, 04:00:00",1520115.21024525,1521983.5613415574,3965.3740364041137,-0.47116642192010066,1
"2025-01-08, 05:00:00",1519928.08535506,1521956.7197865734,3958.1737949265885,-0.512517776282008,1
"2025-01-08, 06:00:00",1519852.4586565,1521929.909961635,3951.326512155685,-0.5257604753097325,1
"2025-01-08, 07:00:00",1519847.63235365,1521903.4273481462,3944.65883356969,-0.5211591372620425,1
"2025-01-08, 08:00:00",1519727.67183046,1521877.29961821,3938.9665435875995,-0.5457339543158716,1
"2025-01-08, 09:00:00",1518896.72041797,1521847.781996506,3935.627465324504,-0.7498325500918865,1
"2025-01-08, 10:00:00",1518933.58658488,1521819.6685598292,3933.1374330481963,-0.7337862009852266,1
"2025-01-08, 11:00:00",1518900.65786823,1521792.9266173432,3931.8872093223617,-0.7355930104647281,1
"2025-01-08, 12:00:00",1518704.37401434,1521765.6773004779,3931.383460522836,-0.7786834626736294,1
"2025-01-08, 13:00:00",1518606.67772347,1521738.216702673,3931.1980423386854,-0.7965864211053609,1
"2025-01-08, 14:00:00",1517682.4773954,1521707.0351453694,3934.691139176925,-1.022839559094667,1
"2025-01-08, 15:00:00",1517673.01274734,1521671.2779949547,3933.6522651190803,-1.0164256975810202,1
"2025-01-08, 16:00:00",1517784.86148209,1521640.01069894,3935.722650702993,-0.9795276646745474,1
"2025-01-08, 17:00:00",1518272.00365201,1521611.0419001144,3935.7790281827974,-0.8483805173498156,1
"2025-01-08, 18:00:00",1518572.15835679,1521583.4847701294,3934.6695974182517,-0.7653314563732017,1
"2025-01-08, 19:00:00",1518265.70336472,1521556.3327819323,3935.834828552866,-0.8360689816910122,1
"2025-01-08, 20:00:00",1518359.58478799,1521529.775406086,3936.621498959253,-0.8053074492770109,1
"2025-01-08, 21:00:00",1518483.15188852,1521504.1934409523,3937.1378295120962,-0.7673192261106909,1
"2025-01-08, 22:00:00",1518466.37055749,1521479.0162531044,3937.890929737858,-0.7650404110646469,1
"2025-01-08, 23:00:00",1518341.27621235,1521453.1456659923,3938.793145645276,-0.7900565829619062,1
"2025-01-09, 00:00:00",1518870.38310103,1521429.8539467603,3938.0858696696014,-0.6499276375466673,1
"2025-01-09, 01:00:00",1518778.06143259,1521406.1791495862,3937.515344554318,-0.6674558667132522,1
"2025-01-09, 02:00:00",1518826.25419334,1521382.9909444267,3936.865230427496,-0.6494346647495338,1
"2025-01-09, 03:00:00",1518537.75147052,1521359.7318603822,3937.738490754917,-0.7166500255128191,1
"2025-01-09, 04:00:00",1518525.49733163,1521337.690751075,3939.2980226686445,-0.7138818650587844,1
"2025-01-09, 05:00:00",1518517.46987269,1521316.293903598,3941.142485016014,-0.7101555047930943,1
"2025-01-09, 06:00:00",1518446.49082682,1521294.8479139607,3943.230021519499,-0.7223410938738677,1
